id	level	description	assembly	segments	xlim_start	xlim_end	bin	mean_abundance
g24807_3669	1	gyrA b15: DNA gyrase subunit A (abundance=1.33)	ALL	s32579,s32580,s32581,s32585,s32587,s32588,s32590,s32591,s32593,s32595,s32597,s32615,s32616,s32617,s32618,s32619,s32620,s32626,s32629,s32633,s32644,s32647,s32648,s32649,s32650,s32651,s32652,s32653,s32655	3533229	3545796	b15	1.3257
g19439_1282	1	gyrA b71: DNA gyrase subunit A (abundance=1.32)	ALL	s20758,s20761,s20762,s20763,s20765,s20768,s20769,s20773,s20774,s20775,s20776,s20779	1205821	1218391	b71	1.3169
g19439_1455	1	gyrA b71: DNA gyrase subunit A (abundance=1.32)	ALL	s20758,s20761,s20762,s20763,s20765,s20768,s20769,s20773,s20774,s20775,s20776,s20779	1392714	1404939	b71	1.3169
g25470_1244	1	gyrA b37: DNA gyrase subunit A (abundance=1.09)	ALL	s33733,s33738,s33739,s33742,s33745,s33748,s33759,s33762,s33765,s33766,s33768,s33781,s33783,s33785,s33789,s33790,s33792,s33794,s33796,s33797,s33798,s33800,s33801,s33803,s33805,s33809,s33811,s33812	914854	927388	b37	1.0933
g27421_1748	1	gyrA b159: DNA gyrase subunit A (abundance=1.09)	ALL	s37834,s37836,s37838,s37839,s37842,s37844,s37845,s37847,s37848,s37851,s37857,s37859,s37860,s37861,s37863,s37865,s37867,s37868,s37869,s37870,s37872	1559901	1572378	b159	1.0912
g25815_2446	1	gyrA b65: DNA gyrase subunit A (abundance=1.03)	ALL	s15847,s15848,s34680,s34681,s34687,s34689,s34691,s34693	2919689	2932199	b65	1.0302
g5645_144	1	gyrA m8: DNA gyrase subunit A (abundance=1.01)	ALL	s905,s1679,s1687,s2974,s2984,s2987,s2988,s2989,s2990,s2993,s2994,s2997,s2998,s2999,s3000,s3001,s3002,s3003,s3004,s3005,s3007,s3008,s3009,s3010,s3011,s3012,s3013,s3014,s3015,s3016,s3017,s3021,s3022,s3023,s3024,s3025,s3026,s3028,s3029,s3030,s3031,s3036,s3037,s3039,s3040,s3041,s3042,s3043,s3044,s3045,s3046,s3047,s3048,s3049,s3051,s3052,s3053,s3054,s3055,s3056,s3057,s3059,s3060,s3061,s3062,s3063,s3064,s3065,s3066,s3067,s3069,s3070,s3071,s3072,s3073,s3169,s3387,s3893,s4787,s4870,s4872,s5977,s6421,s6423,s6424,s6426,s6427,s6428,s6429,s6430,s6431,s6432,s6433,s6828,s6829,s6830,s6831,s6832,s6835,s6836,s6837,s6838,s6840,s6841,s6842,s6843,s6844,s6845,s6847,s6848,s6849,s6850,s6851,s6852,s6853,s6854,s6855,s6856,s6857,s6858,s6862,s6864,s6866,s6867,s6868,s6869,s6870,s6871,s6872,s6873,s6874,s6875,s6876,s6877,s6878,s6879,s6880,s6881,s6882,s6883,s6885,s6888,s6889,s6890,s6891,s6892,s6893,s6894,s6895,s6896,s6897,s6899,s6900,s6904,s6905,s6908,s6909,s6910,s6911,s6912,s6913,s6914,s6915,s6916,s6917,s6918,s6920,s6921,s6922,s6923,s6925,s6926,s6927,s6928,s6929,s6931,s6932,s6935,s6937,s6938,s6940,s6941,s6942,s6943,s6944,s6945,s6947,s6948,s6949,s6950,s6952,s6953,s6954,s6955,s6956,s6957,s6958,s6959,s6960,s6961,s6962,s6963,s6964,s6965,s6966,s6967,s6969,s6970,s6971,s6972,s6973,s6974,s6975,s6976,s6977,s6978,s6980,s6982,s6985,s6986,s6987,s6988,s6989,s6990,s6991,s6992,s6994,s6995,s6996,s6997,s6999,s7000,s7001,s7002,s7003,s7004,s7005,s7006,s7008,s7009,s7010,s7011,s7012,s7015,s7016,s7018,s7019,s7020,s7022,s7023,s7024,s7025,s7026,s7027,s7028,s7029,s7030,s7032,s7033,s7034,s7035,s7036,s7037,s7038,s7039,s7040,s7041,s7042,s7043,s7044,s7045,s7046,s7047,s7049,s7050,s7051,s7052,s7053,s7055,s7056,s7058,s7059,s7060,s7061,s7066,s7067,s7068,s7069,s7070,s7071,s7072,s7073,s7074,s7075,s7076,s7077,s7078,s7080,s7081,s7082,s7083,s7084,s7085,s7086,s7087,s7091,s7092,s7093,s7094,s7095,s7096,s7098,s7099,s7100,s7102,s7103,s7104,s7105,s7106,s7107,s7108,s7109,s7110,s7111,s7112,s7113,s7114,s7115,s7116,s7117,s7118,s7120,s7121,s7122,s7124,s7125,s7126,s7127,s7128,s7129,s7130,s7132,s7133,s7134,s7135,s7136,s7137,s7140,s7141,s7142,s7143,s7144,s7145,s7146,s7148,s7149,s7150,s7151,s7152,s7153,s7154,s7156,s7157,s7158,s7159,s7160,s7161,s7162,s7163,s7164,s7165,s7166,s7167,s7169,s7170,s7172,s9219,s9221,s9626,s9629,s10241,s10644,s10645,s10646,s10648,s10812,s12825,s12834,s12995,s13071,s13096,s13528,s13536,s15385,s15386,s15645,s16514,s17208,s17328,s17628,s17634,s18122,s18123,s18422,s18680,s18682,s18683,s18684,s18685,s19002,s19737,s20434,s20435,s20436,s20437,s20440,s20442,s20444,s20445,s20448,s20449,s20450,s20451,s20452,s20453,s20454,s21448,s21456,s22584,s23451,s23913,s24975,s25355,s25358,s25676,s25681,s25682,s28135,s28142,s29032,s29033,s29035,s30449,s30700,s31044,s31172,s33717,s33720,s34223,s34453,s34685,s35912,s35913,s36435,s36438,s36440,s36442,s36444,s36445,s36447,s36448,s36457,s36459,s37103,s37257,s37258,s38313,s38314,s38315,s38508,s38509,s38640,s39254,s40843,s40844,s40846,s40848,s40849,s40850,s40851,s40853,s40854,s40855,s40860,s40861,s40862,s40863,s40866,s40872,s40873,s40874,s40875,s40876,s40877,s40879,s40887,s40888,s40889,s40890,s40891,s40892,s40893,s40894,s40897,s40898,s40899,s40902,s40903,s40904,s40905,s40907,s40908,s40910,s40914,s40915,s40916,s40917,s40918,s40920,s40921,s40930,s40931,s40933,s40934,s40936,s40937,s40938,s40945,s40946,s40947,s40948,s40949,s40950,s40951,s40952,s40954,s40955,s40963,s40964,s40965,s40967,s40968,s40969,s40970,s40972,s40973,s40974,s40975,s40976,s40977,s40978,s40979,s40981,s40982,s40985,s40986,s40987,s40990,s40991,s41000,s41001,s41003,s41004,s41011,s41024,s41025,s41037,s41038,s41039,s41041,s41045,s41047,s41049,s41050,s41051,s41052,s41053,s41055,s41057,s41058,s41059,s41063,s41064,s41065,s41066,s41069,s41071,s41076,s41077,s41078,s41079,s41080,s41083,s41084,s41085,s41086,s41087,s41093,s41094,s41097,s41099,s41100,s41101,s41104,s41105,s41107,s41108,s41109,s41216,s41217,s41225,s41231,s43269,s43270,s43554,s44536,s45000,s45006,s45008,s45009,s45011,s45685,s52327,s54207,s54523,s54525,s55131,s55135,s55783,s55784,s55785,s55787,s55788,s55789,s55790,s55791,s55792,s55793,s55794,s55795,s55796,s55797,s55798,s55800,s55801,s55804,s55805,s55806,s55807,s55808,s55809,s55812,s55813,s55814,s55815,s55817,s55818,s55819,s55820,s55821,s55822,s55824,s55825,s55826,s55827,s55828,s55829,s55831,s55832,s55833,s55834,s55835,s55836,s55837,s55838,s55839,s55841,s55842,s55843,s55844,s55845,s55846,s55848,s55849,s55851,s55852,s55853,s55855,s55856,s55857,s55858,s55859,s55860,s55861,s55862,s55863,s55864,s55865,s55866,s55868,s55869,s55870,s55871,s55872,s55873,s55875,s55876,s55878,s55879,s55880,s55881,s55882,s55883,s55884,s55885,s55886,s55888,s55890,s55891,s55892,s55893,s55895,s55896,s55898,s55899,s55900,s55902,s55903,s55904,s55905,s55906,s55907,s55908,s55909,s55911,s55914,s55915,s55916,s55917,s55918,s55920,s55921,s55922,s55923,s55924,s55925,s55927,s55929,s55930,s55931,s55932,s55933,s55934,s55935,s55936,s55938,s55939,s55940,s55942,s55943,s55944,s55946,s55947,s55948,s55950,s55953,s55954,s55955,s55956,s55957,s55958,s55960,s55961,s55963,s55964,s55965,s55967,s55969,s55970,s55971,s55972,s55974,s55977,s55978,s55980,s55981,s55983,s55984,s55986,s55987,s55988,s55989,s55990,s55991,s55993,s55994,s55995,s55996,s55997,s55998,s55999,s56000,s56001,s56002,s56003,s56004,s56005,s56006,s56007,s56008,s56009,s56010,s56011,s56013,s56014,s56015,s56016,s56017,s56018,s56019,s56020,s56021,s56022,s56023,s56025,s56026,s56028,s56029,s56032,s56033,s56034,s56035,s56036,s56037,s56039,s56042,s56043,s56044,s56045,s56046,s56047,s56048,s56052,s56053,s56054,s56056,s56057,s56058,s56059,s56061,s56063,s56064,s56065,s56066,s56067,s56068,s56069,s56071,s56073,s56074,s56075,s56077,s56078,s56079,s56080,s56083,s56086,s56087,s56088,s56089,s56090,s56091,s56092,s56093,s56095,s57063,s57064,s57069,s59003,s59004,s59390,s60930,s60931,s61780,s61782,s62037,s62045,s62632,s63139	6104668	6117196	m8	1.0143
g18881_455	1	gyrA b155: DNA gyrase subunit A (abundance=0.97)	ALL	s2639,s2647,s2652,s2653,s19512,s19519,s19522,s19526,s19536,s19553,s19554,s19592,s19607,s44848,s44856,s44869	567276	579822	b155	0.9747
g4123_474	1	gyrA b100: DNA gyrase subunit A (abundance=0.97)	ALL	s52991,s52993,s52994,s52995,s52996,s52997,s52998,s52999,s53000	459085	471598	b100	0.9731
g16870_1835	1	gyrA m12: DNA gyrase subunit A (abundance=0.97)	ALL	s4970,s5909,s5911,s7063,s8091,s8092,s8098,s8099,s8105,s8106,s8107,s8108,s8110,s8111,s8112,s8113,s8114,s8115,s8116,s8117,s8118,s8119,s8120,s8121,s8122,s8123,s8125,s8126,s8128,s8129,s8130,s8131,s8132,s8133,s8134,s8135,s8137,s8138,s8139,s8140,s8141,s8143,s8144,s8145,s8146,s8147,s8149,s8150,s8151,s8165,s8167,s8169,s8172,s8173,s8175,s8176,s8177,s8178,s8179,s8180,s8184,s8185,s8186,s8187,s8188,s8189,s8190,s8192,s8193,s8194,s8195,s8197,s8198,s8199,s8200,s8201,s8202,s8203,s8204,s8205,s8206,s8207,s8208,s8209,s9638,s10700,s15577,s15583,s15585,s15594,s15595,s15596,s15597,s15598,s15599,s15600,s15601,s15602,s15603,s15604,s15605,s15606,s15607,s15608,s15609,s15610,s15613,s15617,s15618,s15620,s15621,s15622,s15623,s15624,s15625,s15626,s15627,s15628,s15629,s15630,s15631,s15632,s15633,s15634,s15635,s15648,s15649,s15650,s15651,s15652,s15653,s15654,s15661,s15662,s15663,s15664,s15665,s15666,s15668,s15669,s15670,s15671,s15672,s15673,s15674,s15676,s15677,s15678,s15679,s15680,s15681,s15682,s15683,s15684,s15685,s15686,s15687,s15688,s15689,s15690,s15691,s15692,s15693,s15694,s15695,s15696,s15697,s15698,s15699,s15700,s15701,s15747,s26088,s26104,s26117,s26129,s30328,s30595,s33194,s33196,s38820,s39288,s44873,s45406,s49729,s56415	3055929	3068565	m12	0.9724
g9180_244	1	gyrA b29: DNA gyrase subunit A (abundance=0.95)	ALL	s34357,s34358,s34361,s34368,s34369,s36111,s36112,s36120,s36121,s36689,s36690,s36695,s36698,s36701,s36702,s36703,s36704,s36706,s36707,s36708,s36710,s36806,s36807,s63423,s63424,s63425,s63426,s63427,s63429,s63430,s63437,s63441,s63442,s63443,s63445	2832133	2844655	b29	0.9529
g27288_1577	1	gyrA b23: DNA gyrase subunit A (abundance=0.88)	ALL	s37432,s37436,s37437,s37440,s37441,s37445,s37453,s37455,s37457,s37475,s37480,s37485,s37486,s37488,s37490,s37493,s37499,s37501,s37502,s37503,s37505,s37547,s37548,s37562,s37564,s37573,s37576,s37580,s37581,s37586,s37587,s37589,s37591,s37599,s37605,s37608,s37609,s37621,s37627,s37635	1378972	1391539	b23	0.8802
g7789_1063	1	gyrA b61: DNA gyrase subunit A (abundance=0.75)	ALL	s20853,s20854,s20857,s20864,s20865,s60510,s60511,s60512,s60514,s60523,s60525,s60531,s60533,s60536,s60540,s60545,s60547,s60548,s60549,s60550,s60551,s60552,s60562,s60564,s60567,s60570,s60572,s60574,s60576	1206990	1219557	b61	0.7523
g14466_271	1	gyrA b67: DNA gyrase subunit A (abundance=0.61)	ALL	s10592,s10593,s10594,s10596,s10602,s10605,s10611,s10616,s10618,s10620,s10621,s10622,s10631,s10639,s10650,s10652	357209	369701	b67	0.6057
g1224_3502	1	gyrA b34: DNA gyrase subunit A (abundance=0.6)	ALL	s5997,s5998,s5999,s6000,s6010,s6013,s6014,s6015,s6017,s6019,s6020,s6021,s6023,s6024,s6028,s6029,s6031,s6037	3570948	3583446	b34	0.597
g12518_1992	1	gyrA b56: DNA gyrase subunit A (abundance=0.59)	ALL	s6507,s6508,s6509,s6512,s6513,s6514,s6515,s6516,s6517	1846130	1858619	b56	0.5876
g5428_716	1	gyrA m23: DNA gyrase subunit A (abundance=0.56)	ALL	s4263,s6452,s6721,s8708,s15780,s15781,s15782,s15783,s18385,s19838,s19839,s19842,s23806,s23808,s33865,s33866,s33870,s33873,s34238,s34240,s38722,s38723,s38724,s38725,s38737,s41118,s41119,s41120,s41122,s41128,s41129,s41131,s41132,s41849,s48690,s48692,s48693,s48694,s48695,s48696,s48697,s48698,s48699,s48700,s48701,s48705,s48707,s53345,s55226,s55227,s55229,s55230,s55231,s55232,s55234,s55235,s55236,s55238,s55239,s55240,s55241,s55242,s55246,s57325,s60977	329938	342451	m23	0.5582
g17608_862	1	gyrA b104: DNA gyrase subunit A (abundance=0.56)	ALL	s17073,s17074,s17089,s17102,s17106,s43195,s43196,s43200,s43201,s43202,s43204,s43213,s43215,s43216,s43217,s43221,s43222,s43224,s43225,s43226,s43229,s43233,s43235	119490	131985	b104	0.5577
g9984_504	1	gyrA b5: DNA gyrase subunit A (abundance=0.55)	ALL	s1429,s1430,s1432,s1434,s1435,s1437,s1439,s1441,s1443,s1445,s1447,s1449,s1461,s45257,s45261,s45262,s45264,s45265,s45266,s45272,s45284,s45285,s45289,s45290,s45291,s45298,s45301,s45303,s45306,s45308,s45310,s45311,s45312,s45314,s45346,s45348,s45350,s45351,s45353,s45358,s45360,s45362,s45364,s45365,s45368,s56475,s56477,s56478,s56481,s56482,s56486,s56488	634714	647314	b5	0.5535
g25506_738	1	gyrA b60: DNA gyrase subunit A (abundance=0.54)	ALL	s8514,s8517,s8523,s8525,s8528,s8532,s8537,s8538,s8539,s8542,s8544,s8545,s8548,s8550,s8552,s8555,s8557,s8558,s33928,s33931,s33935,s33938,s33940,s33941	3219009	3231510	b60	0.5411
g7631_1328	1	gyrA b96: DNA gyrase subunit A (abundance=0.48)	ALL	s10975,s12417,s12430,s21052,s21062,s21063,s60207,s60208,s60209,s60219,s60221,s60241,s60243,s60244,s60249,s60252,s60260,s60262,s60263,s60276,s60279,s61543,s61548,s61572,s61577,s61584,s61585,s61588	1370329	1382839	b96	0.4821
g5882_291	1	gyrA b80: DNA gyrase subunit A (abundance=0.47)	ALL	s4315,s17442,s17443,s43679,s43681,s43683,s43684,s43686,s43687,s43688,s43689,s43690,s43691,s56247,s56248,s56250,s56600,s56601	2005108	2017822	b80	0.4715
g9114_560	1	gyrA b22: DNA gyrase subunit A (abundance=0.47)	ALL	s31438,s31439,s31442,s31446,s31448,s45985,s46004,s46017,s46019,s46021,s46023,s46025,s46028,s46030,s46033,s46036,s46038,s46040,s46046,s46047,s46049,s59964,s59965,s59966,s59975,s59981,s59986,s59990,s59992,s59998,s60000,s63306,s63310,s63311,s63316,s63317,s63325,s63334	3967126	3979669	b22	0.4678
g3322_4412	1	gyrA b13: DNA gyrase subunit A (abundance=0.47)	ALL	s51603,s51606,s51607,s51609,s51615,s51617,s51624,s51625,s51626,s51627,s51628,s51631,s51632,s51635,s51636,s51637,s51638,s51640,s51642	4385412	4397922	b13	0.4673
g9786_49	1	gyrA b131: DNA gyrase subunit A (abundance=0.47)	ALL	s958,s960,s961,s962,s963,s964,s966	55547	67988	b131	0.4665
g19852_30	1	gyrA b93: DNA gyrase subunit A (abundance=0.45)	ALL	s2542,s5476,s5478,s5480,s5489,s7254,s7255,s7269,s8667,s8669,s8680,s8685,s10543,s13785,s13790,s17132,s21644,s21652,s22542,s22550,s29674,s35825,s35826,s38688,s39986,s42625,s42628,s42631,s59771	1620580	1633081	b93	0.4481
g17874_1659	1	gyrA b84: DNA gyrase subunit A (abundance=0.43)	ALL	s17511,s17512,s17517,s17525,s17528,s17531,s17532,s17535,s17536,s17538,s17541,s17542,s17545	1472363	1484600	b84	0.4319
g23234_219	1	gyrA b163: DNA gyrase subunit A (abundance=0.43)	ALL	s28950,s28952	196431	208893	b163	0.4284
g16486_1673	1	gyrA b68: DNA gyrase subunit A (abundance=0.42)	ALL	s14767,s14769,s14772,s14775,s14777,s14794,s14812,s14813,s14815,s14816,s14817,s14832,s14834,s14851,s14853,s14855,s14856,s14870,s14886,s14895,s14897,s14899,s14903,s14905,s14912,s14914,s14916,s14917,s14918,s14919,s14921,s14926,s14957,s14960,s14961,s14988,s14999,s15008,s15009,s15011,s15012,s15014,s15015	1178442	1190922	b68	0.4185
g5441_391	1	gyrA b175: DNA gyrase subunit A (abundance=0.42)	ALL	s55276,s55277,s55278,s55285,s55287	481022	493598	b175	0.4184
g30055_3501	1	gyrA b19: DNA gyrase subunit A (abundance=0.39)	ALL	s44169,s44171,s44172,s44175,s44176,s44179,s44181,s44187,s44188,s44189,s44195,s44196,s44198,s44207,s44208,s44210,s44211,s44213,s44215,s44217,s44218,s44224,s44226,s44227,s44243,s44244,s44247,s44249,s44251,s44256,s44260,s44266,s44268,s44270,s44280,s44281	2992099	3004585	b19	0.3885
g7518_800	1	gyrA b30: DNA gyrase subunit A (abundance=0.38)	ALL	s30534,s30536,s30538,s30541,s30546,s30548,s30549,s30569,s30577,s30580,s30600,s30610,s36034,s36035,s36037,s36039,s36059,s36065,s36080,s36081,s36090,s59918,s59923,s59925,s59930,s59933,s59938	3769833	3782415	b30	0.3807
g3195_173	1	gyrA b144: DNA gyrase subunit A (abundance=0.38)	ALL	s51448,s51449,s51450,s51451,s51452,s51453,s51454	185123	197660	b144	0.3764
g18427_286	1	gyrA b20: DNA gyrase subunit A (abundance=0.35)	ALL	s18718,s18720,s18721,s18722,s18724,s51738,s51741,s51743,s51745,s51747,s51748,s51751,s51754,s51756,s51765,s51767,s51769,s51771,s51785,s51788,s61874,s61879,s61881,s61883	285354	297882	b20	0.349
g731_481	1	gyrA m27: DNA gyrase subunit A (abundance=0.34)	ALL	s11684,s11685,s11686,s11687,s11688,s11689,s11690,s11691,s11692,s11693,s11694,s11695,s11696,s11697,s11698,s11699,s11700,s11701,s44067,s44068,s44069,s44070,s44071,s44072,s44073,s44074,s44075,s44076,s44077,s44078,s44079,s44080,s44081,s44082,s44083,s44084,s44085,s44086,s44087,s44088,s44089,s44090,s44091,s44092,s44093,s44094,s44095,s44096,s44097,s44098,s44099,s44100,s44101,s44102,s44103,s44104,s59553,s59554,s59555,s59556,s59557,s59558,s59559,s59560,s59561,s59562,s59563,s59564,s59565,s59566,s59567,s59568,s59569,s59570,s59571,s59572,s59573,s59574,s59575,s59576,s59577,s59578,s59579,s59580,s59581,s59582,s59583,s59584,s59585,s59586,s59587,s59588,s59589,s59590,s59591,s59593,s59594,s59595,s59596,s59597,s59598,s59599,s59600,s59601,s59602,s59603,s59604,s59605,s59606,s59607,s59608,s59609,s59610,s59611,s59612,s59613,s59614,s59615,s59616,s59617,s59618,s59619,s59620,s59621,s59622,s59624,s59625,s59626,s59627,s59628,s59629,s59630,s59631,s59632,s59633,s59634,s59635,s59636,s59637,s59638,s59639,s59640,s59641,s59642,s59643,s59644,s59645,s59646,s59647,s59648,s59649,s59651,s59652,s59653,s59654,s59655,s59656,s59657,s59658,s59659,s59660,s59661,s59662,s59663,s59664	81370	94003	m27	0.3423
g731_2105	1	gyrA m27: DNA gyrase subunit A (abundance=0.34)	ALL	s11684,s11685,s11686,s11687,s11688,s11689,s11690,s11691,s11692,s11693,s11694,s11695,s11696,s11697,s11698,s11699,s11700,s11701,s44067,s44068,s44069,s44070,s44071,s44072,s44073,s44074,s44075,s44076,s44077,s44078,s44079,s44080,s44081,s44082,s44083,s44084,s44085,s44086,s44087,s44088,s44089,s44090,s44091,s44092,s44093,s44094,s44095,s44096,s44097,s44098,s44099,s44100,s44101,s44102,s44103,s44104,s59553,s59554,s59555,s59556,s59557,s59558,s59559,s59560,s59561,s59562,s59563,s59564,s59565,s59566,s59567,s59568,s59569,s59570,s59571,s59572,s59573,s59574,s59575,s59576,s59577,s59578,s59579,s59580,s59581,s59582,s59583,s59584,s59585,s59586,s59587,s59588,s59589,s59590,s59591,s59593,s59594,s59595,s59596,s59597,s59598,s59599,s59600,s59601,s59602,s59603,s59604,s59605,s59606,s59607,s59608,s59609,s59610,s59611,s59612,s59613,s59614,s59615,s59616,s59617,s59618,s59619,s59620,s59621,s59622,s59624,s59625,s59626,s59627,s59628,s59629,s59630,s59631,s59632,s59633,s59634,s59635,s59636,s59637,s59638,s59639,s59640,s59641,s59642,s59643,s59644,s59645,s59646,s59647,s59648,s59649,s59651,s59652,s59653,s59654,s59655,s59656,s59657,s59658,s59659,s59660,s59661,s59662,s59663,s59664	219479	231710	m27	0.3423
g12795_120	1	gyrA m15: DNA gyrase subunit A (abundance=0.34)	ALL	s531,s532,s533,s534,s535,s936,s1605,s4377,s4378,s4379,s4380,s4989,s5254,s5255,s5256,s5257,s5258,s5259,s5260,s5262,s5263,s5264,s5265,s5266,s5267,s5268,s5269,s5270,s5271,s5272,s5273,s5274,s5275,s5277,s5278,s5279,s5280,s5281,s5289,s5290,s5291,s5292,s5293,s5294,s7302,s7303,s8576,s10507,s13328,s13329,s18202,s18203,s18204,s18205,s18206,s18207,s18208,s18209,s18210,s18211,s18212,s18213,s18214,s18216,s18218,s18222,s18223,s18224,s18225,s18227,s18228,s18229,s18230,s18231,s18232,s18234,s18235,s18236,s18237,s18238,s18239,s18240,s18241,s18242,s18244,s18245,s18247,s18248,s18250,s18251,s18252,s18253,s18254,s18261,s18262,s18263,s18501,s18502,s18863,s20616,s22537,s22538,s25179,s25193,s25196,s26514,s26527,s26917,s27776,s27784,s28660,s29862,s29863,s29864,s29865,s29873,s29875,s29877,s29883,s31989,s31990,s31992,s31993,s31994,s31995,s31996,s31997,s31998,s31999,s32000,s32465,s32490,s32491,s33447,s33448,s33449,s33450,s33451,s33452,s33453,s33750,s34476,s34507,s35195,s35196,s35249,s36302,s36902,s36903,s36906,s36907,s36908,s36909,s36910,s36911,s36912,s36913,s36914,s36915,s36916,s36917,s37544,s37982,s37983,s37984,s37985,s38001,s38004,s38051,s40281,s40705,s41279,s41281,s41282,s41283,s42396,s42763,s42764,s43945,s43957,s43961,s43979,s43981,s43985,s43990,s43991,s43992,s43993,s43994,s43995,s43996,s43997,s43998,s43999,s49885,s51270,s53918,s53921,s54419,s54420,s56313,s56317,s56334,s56338,s56351,s56355,s56357,s56364,s56713,s56717,s56718,s56719,s56720,s56731,s56733,s56734,s56736,s56738,s56739,s56740,s56741,s56742,s56743,s56744,s56745,s56746,s56747,s56748,s56750,s56751,s56752,s56753,s56925,s57041,s57050,s57051,s57052,s57054,s57055,s57056,s57086,s60168,s60172,s61905,s61906,s63476,s63477,s63478,s63479,s63482,s63483,s63488,s63489,s63492,s63493,s63494,s63495,s63496,s63497,s63498,s63499,s63500,s63501,s63502,s63503,s63504,s63507,s63508,s63509,s63510,s63511,s63512,s63513,s63514,s63516,s63517,s63519,s63520,s63521,s63522,s63523,s63524,s63525,s63526,s63527,s63528,s63529,s63530,s63531,s63532,s63536,s63537,s63539,s63540,s63541,s63542,s63543,s63545,s63548,s63553,s63559,s63561,s63564,s63569	55447	67960	m15	0.3366
g13891_1218	1	gyrA b45: DNA gyrase subunit A (abundance=0.33)	ALL	s9552,s9554,s9555,s9557,s9562,s9563,s9564,s9566	1246645	1259140	b45	0.3299
g25415_842	1	gyrA b9: DNA gyrase subunit A (abundance=0.33)	ALL	s15935,s15937,s15938,s15939,s15941,s15943,s15945,s15947,s15955,s15957,s15959,s15963,s15965,s15967,s15971,s15972,s15995,s16001,s33555,s33559,s33560,s33561,s33572,s33586,s33587,s33588,s33590	3721502	3734030	b9	0.3255
g26374_61	1	gyrA b1: DNA gyrase subunit A (abundance=0.32)	ALL	s27578,s27580,s35640,s35642,s35644,s35646,s35647,s35648,s35651,s35652,s35654,s35658,s35660,s35662,s35663,s35664,s35665,s35667,s35671,s35672,s35675,s35676,s35678,s35679,s35683,s35684,s35685,s35687,s35688,s35690,s35691,s35692	210990	223503	b1	0.3203
g20389_1776	1	gyrA m16: DNA gyrase subunit A (abundance=0.32)	ALL	s15998,s22568,s22569,s22570,s22571,s22572,s22573,s22574,s22575,s22576,s22577,s22578,s22579,s22580,s22581,s22582,s22585,s22586,s22587,s22588,s22589,s22590,s22591,s22592,s22594,s22595,s22596,s22600,s22601,s22602,s22603,s22604,s22605,s22606,s22616,s22617,s22618,s24323,s34189,s61990	1693837	1706371	m16	0.3185
g11665_3305	1	gyrA b59: DNA gyrase subunit A (abundance=0.31)	ALL	s4745,s4747,s4749,s4761,s4763,s4765,s4767,s4769,s4771,s4790,s4792	3196036	3208519	b59	0.3099
g30864_1823	1	gyrA b122: DNA gyrase subunit A (abundance=0.31)	ALL	s45907,s45908,s45909,s45910,s45911,s45912,s45913,s45914,s45915,s45916,s45917,s45918,s45919	1690195	1702651	b122	0.3094
g23249_1018	1	gyrA b66: DNA gyrase subunit A (abundance=0.29)	ALL	s11346,s11348,s29115,s29116,s29118,s29122,s29128,s29130,s29135,s29142,s29144,s29148	1108274	1120823	b66	0.2932
g25943_1293	1	gyrA b182: DNA gyrase subunit A (abundance=0.29)	ALL	s34859	1255851	1268340	b182	0.2924
g17033_142	1	gyrA b40: DNA gyrase subunit A (abundance=0.28)	ALL	s7354,s7366,s12874,s12876,s16034,s16036,s16048,s16060,s16062,s16064,s16066,s56100	1402753	1415263	b40	0.2838
g4723_774	1	gyrA b102: DNA gyrase subunit A (abundance=0.28)	ALL	s18904,s18908,s18910,s53865,s53867,s53870,s53872,s53873,s53874,s53876,s53877,s53884,s53885,s53889,s53890,s53892,s53893,s56603,s56604,s56605,s56607	952873	965584	b102	0.2772
